연번,업종명,업소명,소재지(도로명),소재지(지번),소재지전화,등록기준일
187,일반음식점,아지트,"세종특별자치시 조치원읍 섭골길 85, 2층",세종특별자치시 조치원읍 신안리 346 2층 ,044 -868 -2658,2025-06-09
188,일반음식점,청강촌,세종특별자치시 연서면 봉암길 146-15,세종특별자치시 연서면 봉암리 54-43 ,044 -867 -6666,2025-06-09
189,일반음식점,돈불낙＆콩나물국밥,세종특별자치시 조치원읍 허만석로 89,세종특별자치시 조치원읍 죽림리 331-14 ,044 -868 -1898,2025-06-09
190,일반음식점,은하식당,세종특별자치시 전동면 전동로 27,세종특별자치시 전동면 노장리 608-11 ,044 -868 -3310,2025-06-09
191,일반음식점,호머(HOMMER),세종특별자치시 조치원읍 충현로 72,세종특별자치시 조치원읍 죽림리 21-2 삼일아파트 상가 116호 ,044 -868 -0245,2025-06-09
192,일반음식점,실내포장마차,<REPLACE>,세종특별자치시 금남면 용포리 193-25 ,,2025-06-09
193,일반음식점,죽림,세종특별자치시 금남면 바람재로 151-7,세종특별자치시 금남면 축산리 147-2 ,044 -866 -8955,2025-06-09
194,일반음식점,골목집,"세종특별자치시 조치원읍 충현로 72, 101동 111호 (조치원삼일아파트)",세종특별자치시 조치원읍 죽림리 21-2 조치원삼일아파트 101동 111호,044 - 863-0689,2025-06-09
195,일반음식점,용암매운탕,세종특별자치시 연서면 도신고복로 631,세종특별자치시 연서면 용암리 166-5 ,044 -863 -0026,2025-06-09
196,일반음식점,참새방앗간,"세종특별자치시 조치원읍 문화로 7, 1층",세종특별자치시 조치원읍 원리 1-3 외1필지(1층) ,044 -866 -6333,2025-06-09
197,일반음식점,잉꼬가든,세종특별자치시 전의면 의당전의로 1004-6,세종특별자치시 전의면 읍내리 315-12 ,044 -862 -7802,2025-06-09
198,일반음식점,이삭토스트(조치원여중점),세종특별자치시 조치원읍 새내로 155,세종특별자치시 조치원읍 교리 51-1 ,044 -864 -2830,2025-06-09
199,일반음식점,송학짬뽕&치킨,세종특별자치시 장군면 의당전의로 692,세종특별자치시 장군면 송학리 51 ,,2025-06-09
200,일반음식점,라이브플러스,세종특별자치시 부강면 부촌길 53,세종특별자치시 부강면 부강리 408-5 ,044 -275 -7835,2025-06-09
201,일반음식점,원빈(1bean),세종특별자치시 부강면 부강금호로 177,세종특별자치시 부강면 금호리 96 ,044 -275 -5133,2025-06-09
202,일반음식점,청일가든,세종특별자치시 부강면 청연로 119,세종특별자치시 부강면 부강리 1018-13 ,044 -275 -6821,2025-06-09
203,일반음식점,도원 식당,세종특별자치시 부강면 부강4길 4,세종특별자치시 부강면 부강리 439-6 ,044 -275 -6972,2025-06-09
204,일반음식점,부용식당,<REPLACE>,세종특별자치시 부강면 부강리 438-3 ,044 -275 -7775,2025-06-09
205,일반음식점,부용소머리국밥,세종특별자치시 부강면 청연로 105,세종특별자치시 부강면 부강리 401-84 ,044 -275 -2418,2025-06-09
206,일반음식점,대박식당,세종특별자치시 소정면 소정구길 172,세종특별자치시 소정면 소정리 169-19 ,,2025-06-09
207,일반음식점,화월식당,세종특별자치시 조치원읍 새내4길 24,세종특별자치시 조치원읍 남리 290 ,044 -863 -8889,2025-06-09
208,일반음식점,파랑나루,"세종특별자치시 호려울로 51, 7층 701호 (보람동, 골드타워)",세종특별자치시 보람동 628-4 ,044 -867 -5631,2025-06-09
209,일반음식점,옛날칼국수,세종특별자치시 금남면 용포로 108,세종특별자치시 금남면 용포리 211-3 ,044 -866 -8422,2025-06-09
210,일반음식점,황룡숯불갈비,<REPLACE>,세종특별자치시 금남면 황용리 437 ,044 -867 -5384,2025-06-09
211,일반음식점,금강식당,세종특별자치시 금남면 금병로 1143,세종특별자치시 금남면 부용리 84 ,044 -867 -9380,2025-06-09
212,일반음식점,퍼주는 백반집,세종특별자치시 조치원읍 번영1길 42,세종특별자치시 조치원읍 남리 430-1 ,044 -866 -6720,2025-06-09
213,일반음식점,윤가네들깨수제비보쌈,"세종특별자치시 대평로 87, 태양빌딩 2층 204,205호 (대평동)",세종특별자치시 대평동 671 태양빌딩 ,044 -867 -7263,2025-06-09
214,일반음식점,황비홍 손짜장,세종특별자치시 조치원읍 토골고개길 10,세종특별자치시 조치원읍 신안리 141-3 ,044 -866 -9418,2025-06-09
215,일반음식점,이모네집,세종특별자치시 금남면 대평시장2길 2-2,세종특별자치시 금남면 용포리 187-16 ,044 -866 -3298,2025-06-09
216,일반음식점,관정약수식당,세종특별자치시 전의면 왕의물로 464,세종특별자치시 전의면 관정리 149-1 ,044 -862 -5829,2025-06-09
217,일반음식점,고복정,세종특별자치시 연서면 도신고복로 999,세종특별자치시 연서면 고복리 409 ,044 -866 -1818,2025-06-09
218,일반음식점,바이서유,세종특별자치시 연서면 도신고복로 779,세종특별자치시 연서면 고복리 585 ,044 -867 -4866,2025-06-09
219,일반음식점,문순이네 도시락,세종특별자치시 조치원읍 조치원5길 34-11,세종특별자치시 조치원읍 교리 20-16 ,044 -866 -6630,2025-06-09
220,일반음식점,교촌치킨 조치원1호점,"세종특별자치시 조치원읍 죽림로 36, 1층 101호",세종특별자치시 조치원읍 죽림리 157-1 ,044 -866 -9696,2025-06-09
221,일반음식점,고향순대,세종특별자치시 조치원읍 조치원로 30-7,세종특별자치시 조치원읍 원리 4-5 ,044 -865 -4961,2025-06-09
222,일반음식점,정선가든,세종특별자치시 전의면 읍내황골1길 73,세종특별자치시 전의면 읍내리 6-2 ,,2025-06-09
223,일반음식점,오뚜기 정통숯불바베큐,세종특별자치시 소정면 소정구길 156,세종특별자치시 소정면 소정리 177-4 ,044 -553 -6416,2025-06-09
224,일반음식점,산내들,세종특별자치시 연서면 도신고복로 979-7,세종특별자치시 연서면 고복리 405-5 ,044 -867 -5686,2025-06-09
225,일반음식점,주문리동치미막국수,세종특별자치시 연기면 당산로 201,세종특별자치시 연기면 연기리 508 ,044 -862 -1340,2025-06-09
226,일반음식점,"수유리 혼밥왕, 국제시장국밥 조치원점","세종특별자치시 조치원읍 장안길 6, 좌측호",세종특별자치시 조치원읍 정리 27-6 ,044 -865 -0117,2025-06-09
227,일반음식점,장수마을,세종특별자치시 연동면 예양길 2,세종특별자치시 연동면 예양리 110-2 ,044 -865 -6561,2025-06-09
228,일반음식점,도가네식당,세종특별자치시 연서면 용암길 83,세종특별자치시 연서면 용암리 321-7 ,044 -863 -0333,2025-06-09
229,일반음식점,두레가든,세종특별자치시 금남면 채나무길 50,세종특별자치시 금남면 국곡리 112-2 ,044 -857 -9445,2025-06-09
230,일반음식점,부일가든,세종특별자치시 장군면 장척로 513,세종특별자치시 장군면 봉안리 437-1 ,044 -857 -8834,2025-06-09
231,일반음식점,또와 소머리국밥,"세종특별자치시 장군면 대학길 26, 1층",세종특별자치시 장군면 금암리 391-8 ,044 -856 -8209,2025-06-09
232,일반음식점,영상식당,세종특별자치시 장군면 대학길 220,세종특별자치시 장군면 금암리 203-1 ,044 -856 -8578,2025-06-09
233,일반음식점,우리집,세종특별자치시 장군면 대학길 38,세종특별자치시 장군면 금암리 266-4 387 ,044 -858 -6465,2025-06-09
234,일반음식점,다복정 왕갈비탕,세종특별자치시 부강면 부강금호로 312,세종특별자치시 부강면 금호리 702 ,044 -275 -0367,2025-06-09
235,일반음식점,대전집,세종특별자치시 부강면 용포동촌길 67-15,세종특별자치시 부강면 부강리 339 ,,2025-06-09
236,일반음식점,할매밥집,세종특별자치시 부강면 시목부강로 316,세종특별자치시 부강면 노호리 358-3 ,,2025-06-09
237,일반음식점,우산식당,세종특별자치시 부강면 부강로 63-4,세종특별자치시 부강면 부강리 401-63 ,044 -275 -9270,2025-06-09
238,일반음식점,송월토속촌,세종특별자치시 부강면 부강외천로 190-4,세종특별자치시 부강면 문곡리 718 ,044 -275 -7262,2025-06-09
239,일반음식점,어라이스,"세종특별자치시 한누리대로 2200, 호려울마을3단지 근린생활시설 C동 1층 101호 (보람동)",세종특별자치시 보람동 730 호려울마을3단지 근린생활시설 , 043- 231-5144,2025-06-09
240,일반음식점,프레드피자 조치원점,"세종특별자치시 조치원읍 조치원4길 96, 다솜빌 1층 101호",세종특별자치시 조치원읍 남리 299 다솜빌 ,,2025-06-09
241,일반음식점,와리낙지볶음,"세종특별자치시 조치원읍 세종로 2645, 1층",세종특별자치시 조치원읍 신안리 142-7 (1층) ,044 -862 -0392,2025-06-09
242,일반음식점,토종순대국,세종특별자치시 조치원읍 충현로 197,세종특별자치시 조치원읍 침산리 256-2 ,044 -867 -2307,2025-06-09
243,일반음식점,백제기사식당,세종특별자치시 소정면 도래말길 5,세종특별자치시 소정면 운당리 107-30 ,044 -566 -5925,2025-06-09
244,일반음식점,초원등모리식당,세종특별자치시 소정면 소정구길 178,세종특별자치시 소정면 소정리 169-15 ,044 -566 -8123,2025-06-09
245,일반음식점,투다리체인점,세종특별자치시 조치원읍 새내12길 53,세종특별자치시 조치원읍 교리 21-12 ,044 -862 -9282,2025-06-09
246,일반음식점,일소일소감자탕,세종특별자치시 연기면 세종로 1833,세종특별자치시 연기면 보통리 367 ,044 -863 -9494,2025-06-09
247,일반음식점,농부의 한우,세종특별자치시 금남면 세종로 470,세종특별자치시 금남면 발산리 321-1 ,044 -866 -1181,2025-06-09
248,일반음식점,깡통주먹구이,"세종특별자치시 조치원읍 새내12길 11, 1층",세종특별자치시 조치원읍 교리 23-25 (1층) ,044 -867 -1022,2025-06-09
249,일반음식점,행운야식,세종특별자치시 금남면 용포로 72-2,세종특별자치시 금남면 용포리 146-11 ,044 -866 -8089,2025-06-09
250,일반음식점,세종식당,세종특별자치시 연기면 당산로 233,세종특별자치시 연기면 보통리 385-10 ,,2025-06-09
251,일반음식점,대성각,세종특별자치시 조치원읍 충현로 210,세종특별자치시 조치원읍 서창리 73-7 ,044 -865 -6444,2025-06-09
252,일반음식점,안나네,"세종특별자치시 조치원읍 내창2길 9-2, 1층",세종특별자치시 조치원읍 서창리 154-3 ,044 -864 -6366,2025-06-09
253,일반음식점,써니비어,세종특별자치시 조치원읍 새내12길 51,세종특별자치시 조치원읍 교리 21-13 ,044 -867 -1599,2025-06-09
254,일반음식점,본전식당,세종특별자치시 조치원읍 조치원10길 8,세종특별자치시 조치원읍 상리 99-5 ,044 -867 -0576,2025-06-09
255,일반음식점,내판 불 짬뽕,"세종특별자치시 연동면 청연로 643, 1층",세종특별자치시 연동면 송용리 182-7 ,044 -866 -5252,2025-06-09
256,일반음식점,어울림식당,세종특별자치시 조치원읍 조치원로 41-1,"세종특별자치시 조치원읍 상리 132-2 ,3,4,5 ",044 -862 -9292,2025-06-09
257,일반음식점,범이네 식당,세종특별자치시 금남면 대평시장1길 3,세종특별자치시 금남면 용포리 193-26 ,044 -866 -8579,2025-06-09
258,일반음식점,거송가든,세종특별자치시 조치원읍 섭골길 5-8,세종특별자치시 조치원읍 서창리 51-1 ,044 -864 -2088,2025-06-09
259,일반음식점,더비투,세종특별자치시 조치원읍 조치원로 3-1 (2층),세종특별자치시 조치원읍 원리 10-25 2층 ,,2025-06-09
260,일반음식점,유가네 한우곰탕 세종조치원점,"세종특별자치시 연서면 세종로 2152, 1층",세종특별자치시 연서면 월하리 686 ,044 -863 -8288,2025-06-09
261,일반음식점,초당,세종특별자치시 장군면 외암길 4,세종특별자치시 장군면 금암리 473 ,044 -856 -4331,2025-06-09
262,일반음식점,동현식당,<REPLACE>,세종특별자치시 장군면 도계리 90-7 ,044 -856 -2031,2025-06-09
263,일반음식점,소평순대,세종특별자치시 부강면 부강1길 7-1,세종특별자치시 부강면 부강리 408-4 ,044 -275 -0355,2025-06-09
264,일반음식점,그린호프,세종특별자치시 부강면 부촌길 55,세종특별자치시 부강면 부강리 408-4 ,044 -275 -0531,2025-06-09
265,일반음식점,노적산가든,"세종특별자치시 부강면 부강외천로 144, 1층",세종특별자치시 부강면 문곡리 959 ,044 -275 -2777,2025-06-09
266,일반음식점,행복공장,세종특별자치시 부강면 태산길 25,세종특별자치시 부강면 부강리 115 ,044 -275 -0027,2025-06-09
267,일반음식점,진성민속촌,세종특별자치시 부강면 청연로 125,세종특별자치시 부강면 부강리 1018-12 ,044 -277 -6262,2025-06-09
268,일반음식점,사공과 나룻터,세종특별자치시 부강면 부촌길 33,세종특별자치시 부강면 부강리 438-19 ,044 -277 -9662,2025-06-09
269,일반음식점,페리카나치킨,세종특별자치시 부강면 부강2길 11,세종특별자치시 부강면 부강리 443-3 ,044 -275 -9144,2025-06-09
270,일반음식점,육류백화점식당,세종특별자치시 조치원읍 도장말길 45,세종특별자치시 조치원읍 죽림리 167 삼정하이츠상가 ,044 -862 -6090,2025-06-09
271,일반음식점,황룡칼국수,세종특별자치시 금남면 금남구즉로 477,세종특별자치시 금남면 황용리 435-5 ,044 -866 -7844,2025-06-09
272,일반음식점,번암반점,세종특별자치시 조치원읍 허만석로 13-5,세종특별자치시 조치원읍 번암리 139-3 ,044 -867 -6009,2025-06-09
273,일반음식점,먹자집,세종특별자치시 조치원읍 섭골길 88,세종특별자치시 조치원읍 신안리 341-11 ,044 -862 -2521,2025-06-09
274,일반음식점,인생냉면 세종 조치원점,세종특별자치시 조치원읍 문화로 28,세종특별자치시 조치원읍 평리 23-52 ,044 -866 -0242,2025-06-09
275,일반음식점,일호식당,세종특별자치시 조치원읍 충현로 147,세종특별자치시 조치원읍 침산리 134-20 ,044 -865 -1720,2025-06-09
276,일반음식점,나무,"세종특별자치시 조치원읍 행복5길 31-1, 1층 (좌측)",세종특별자치시 조치원읍 침산리 254-5 (1층 좌측) ,044 -866 -3579,2025-06-09
